,true_energy,pred_energy,num_heavy_atoms,molecule_mass,abs_diff
0,-377.4910583496094,-377.4891357421875,8,108.09999999999998,0.001922607421875
1,-367.1644287109375,-367.16485595703125,9,123.19899999999993,0.00042724609375
2,-498.46771240234375,-498.4670715332031,9,136.14700000000005,0.000640869140625
3,-457.7568359375,-457.7584533691406,9,126.11099999999995,0.001617431640625
4,-450.21368408203125,-450.2148132324219,9,126.11899999999997,0.001129150390625
5,-327.860595703125,-327.8639831542969,8,109.17199999999994,0.003387451171875
6,-349.0002136230469,-349.0001220703125,8,112.17199999999993,9.1552734375e-05
7,-452.7879333496094,-452.7903137207031,9,124.09899999999999,0.00238037109375
8,-451.3053894042969,-451.3055114746094,9,128.13499999999996,0.0001220703125
9,-420.6324462890625,-420.629150390625,9,122.12299999999995,0.0032958984375
10,-351.0413818359375,-351.04461669921875,9,122.21099999999991,0.00323486328125
11,-387.0416564941406,-387.0439147949219,9,124.18299999999992,0.00225830078125
12,-345.4081726074219,-345.4092712402344,8,106.12399999999997,0.0010986328125
13,-403.07763671875,-403.07958984375,9,125.17099999999994,0.001953125
14,-378.7574157714844,-378.7588195800781,8,110.11599999999997,0.00140380859375
15,-348.9696960449219,-348.97216796875,8,112.17199999999993,0.002471923828125
16,-470.01031494140625,-470.0160827636719,9,127.10299999999997,0.005767822265625
17,-441.5163269042969,-441.5140686035156,9,131.17499999999998,0.00225830078125
18,-477.4375305175781,-477.4381408691406,9,133.14700000000002,0.0006103515625
19,-424.2104187011719,-424.21282958984375,9,128.17099999999994,0.002410888671875
20,-401.8535461425781,-401.8521423339844,9,123.15499999999994,0.00140380859375
21,-424.2793273925781,-424.2791442871094,9,128.17099999999994,0.00018310546875
22,-450.5941162109375,-450.595458984375,8,114.05999999999999,0.0013427734375
23,-403.16253662109375,-403.1637878417969,9,125.17099999999994,0.001251220703125
24,-422.98431396484375,-422.9844970703125,9,126.15499999999993,0.00018310546875
25,-436.9393310546875,-436.9415588378906,8,117.10399999999997,0.002227783203125
26,-497.92340087890625,-497.9262390136719,9,129.090403163,0.002838134765625
27,-363.8658752441406,-363.8680419921875,8,111.14399999999995,0.002166748046875
28,-439.0893859863281,-439.0902404785156,9,127.14299999999994,0.0008544921875
29,-394.8453674316406,-394.8456115722656,8,111.10399999999997,0.000244140625
30,-348.7619323730469,-348.7625427246094,9,118.17899999999993,0.0006103515625
31,-424.2350158691406,-424.2352600097656,9,128.17099999999994,0.000244140625
32,-381.9347229003906,-381.9365234375,9,122.17099999999994,0.001800537109375
33,-441.4521789550781,-441.4517517089844,9,131.17499999999998,0.00042724609375
34,-387.07757568359375,-387.08306884765625,9,124.18299999999992,0.0054931640625
35,-473.8757019042969,-473.878173828125,9,127.09899999999996,0.002471923828125
36,-388.2723693847656,-388.27398681640625,9,126.19899999999991,0.001617431640625
37,-310.6570129394531,-310.6622619628906,8,106.16799999999994,0.0052490234375
38,-387.09954833984375,-387.1000061035156,9,124.18299999999992,0.000457763671875
39,-412.94976806640625,-412.9510498046875,9,122.13099999999996,0.00128173828125
40,-423.0357360839844,-423.0367431640625,9,126.15499999999993,0.001007080078125
41,-385.93951416015625,-385.9414978027344,9,122.16699999999993,0.001983642578125
42,-460.1377258300781,-460.13714599609375,9,130.14299999999997,0.000579833984375
43,-436.666748046875,-436.6666259765625,9,123.11099999999996,0.0001220703125
44,-455.2042541503906,-455.20855712890625,9,128.13099999999994,0.004302978515625
45,-401.9281921386719,-401.9309997558594,9,123.15499999999994,0.0028076171875
46,-425.41400146484375,-425.4136047363281,9,130.18699999999995,0.000396728515625
47,-458.9595947265625,-458.9617919921875,9,128.12699999999995,0.002197265625
48,-470.0290222167969,-470.0322265625,9,127.10299999999998,0.003204345703125
49,-400.9634094238281,-400.96697998046875,8,115.13199999999995,0.003570556640625
50,-380.8275146484375,-380.8273010253906,9,120.15499999999994,0.000213623046875
51,-434.0749206542969,-434.07696533203125,9,125.13099999999996,0.002044677734375
52,-456.3665771484375,-456.36834716796875,9,130.147,0.00177001953125
53,-424.1949462890625,-424.1954345703125,9,128.17099999999994,0.00048828125
54,-403.1567077636719,-403.1571350097656,9,125.17099999999994,0.00042724609375
55,-403.03533935546875,-403.0402526855469,9,125.17099999999994,0.004913330078125
56,-350.1983947753906,-350.1999206542969,8,114.18799999999992,0.00152587890625
57,-439.10400390625,-439.108154296875,9,127.14299999999994,0.004150390625
58,-458.9574890136719,-458.9595031738281,9,128.12699999999995,0.00201416015625
59,-421.782958984375,-421.78350830078125,9,124.13899999999994,0.00054931640625
60,-403.06298828125,-403.0641174316406,9,125.17099999999994,0.001129150390625
61,-385.8780212402344,-385.8798522949219,9,122.16699999999993,0.0018310546875
62,-466.1763000488281,-466.1712646484375,9,127.10699999999999,0.005035400390625
63,-423.0222473144531,-423.023193359375,9,126.15499999999993,0.000946044921875
64,-437.8714599609375,-437.872314453125,9,125.12699999999997,0.0008544921875
65,-473.8561096191406,-473.85845947265625,9,127.09899999999996,0.002349853515625
66,-365.9653625488281,-365.9666442871094,9,121.18299999999994,0.00128173828125
67,-389.4903259277344,-389.49176025390625,9,128.21499999999992,0.001434326171875
68,-455.1529541015625,-455.15576171875,9,128.13099999999994,0.0028076171875
69,-348.66241455078125,-348.66363525390625,9,118.17899999999993,0.001220703125
70,-423.0144958496094,-423.0126953125,9,126.15499999999993,0.001800537109375
71,-341.5257568359375,-341.5264892578125,8,106.12799999999996,0.000732421875
72,-358.92034912109375,-358.9219970703125,8,109.13199999999996,0.00164794921875
73,-475.0001220703125,-475.0014953613281,9,129.11499999999998,0.001373291015625
74,-368.37042236328125,-368.3719482421875,9,125.2149999999999,0.00152587890625
75,-403.0869445800781,-403.0875549316406,9,125.17099999999994,0.0006103515625
76,-384.6107177734375,-384.6099853515625,9,120.15099999999994,0.000732421875
77,-436.5635986328125,-436.57025146484375,9,123.11099999999996,0.00665283203125
78,-425.4407043457031,-425.4419250488281,9,130.18699999999995,0.001220703125
79,-418.0811767578125,-418.0804748535156,9,124.14299999999996,0.000701904296875
80,-424.1831970214844,-424.18353271484375,9,128.17099999999994,0.000335693359375
81,-382.04827880859375,-382.05218505859375,9,122.17099999999995,0.00390625
82,-422.9917297363281,-422.9930725097656,9,126.15499999999994,0.0013427734375
83,-382.1343078613281,-382.1351623535156,9,122.17099999999995,0.0008544921875
84,-425.40447998046875,-425.4069519042969,9,130.18699999999995,0.002471923828125
85,-469.994140625,-469.99725341796875,9,127.10299999999998,0.00311279296875
86,-416.87646484375,-416.8803405761719,9,122.12699999999995,0.003875732421875
87,-385.81597900390625,-385.81646728515625,9,122.16699999999993,0.00048828125
88,-387.0776062011719,-387.0789794921875,9,124.18299999999992,0.001373291015625
89,-460.16619873046875,-460.1671142578125,9,130.14299999999997,0.00091552734375
90,-401.9330749511719,-401.93353271484375,9,123.15499999999994,0.000457763671875
91,-436.6418151855469,-436.6427307128906,9,123.11099999999996,0.00091552734375
92,-117.82479858398438,-117.82743072509766,3,42.08100000000002,0.00263214111328125
93,-387.0428466796875,-387.0443115234375,9,124.18299999999992,0.00146484375
94,-456.3524475097656,-456.3551940917969,9,130.147,0.00274658203125
95,-414.1936950683594,-414.1966247558594,9,124.14699999999996,0.0029296875
96,-477.4713134765625,-477.4736633300781,9,133.14700000000002,0.002349853515625
97,-403.19183349609375,-403.1965637207031,9,125.17099999999994,0.004730224609375
98,-455.1963806152344,-455.1893310546875,9,128.13099999999994,0.007049560546875
99,-388.25848388671875,-388.26226806640625,9,126.19899999999991,0.0037841796875
100,-417.97540283203125,-417.9789123535156,9,124.14299999999996,0.003509521484375
101,-403.1532287597656,-403.15435791015625,9,125.17099999999994,0.001129150390625
102,-388.26812744140625,-388.2663269042969,9,126.19899999999991,0.001800537109375
103,-417.9619445800781,-417.9632873535156,9,124.14299999999994,0.0013427734375
104,-387.33160400390625,-387.3328552246094,8,118.17599999999992,0.001251220703125
105,-417.9913635253906,-417.99322509765625,9,124.14299999999994,0.001861572265625
106,-431.4357604980469,-431.4382629394531,9,127.15099999999997,0.00250244140625
107,-403.1063537597656,-403.109375,9,125.17099999999994,0.003021240234375
108,-494.89019775390625,-494.8929748535156,9,130.099,0.002777099609375
109,-385.8515319824219,-385.8529357910156,9,122.16699999999993,0.00140380859375
110,-454.02032470703125,-454.0208740234375,9,126.11499999999997,0.00054931640625
111,-348.97723388671875,-348.9791259765625,8,112.17199999999994,0.00189208984375
112,-424.18505859375,-424.1861572265625,9,128.17099999999994,0.0010986328125
113,-399.343994140625,-399.345947265625,9,125.17499999999994,0.001953125
114,-403.0628662109375,-403.06463623046875,9,125.17099999999994,0.00177001953125
115,-422.98944091796875,-422.9895324707031,9,126.15499999999993,9.1552734375e-05
116,-435.3089599609375,-435.3061828613281,9,127.14699999999995,0.002777099609375
117,-400.7624206542969,-400.76202392578125,9,121.13899999999994,0.000396728515625
118,-437.8683776855469,-437.8719482421875,9,125.12699999999994,0.003570556640625
119,-403.061279296875,-403.06866455078125,9,125.17099999999992,0.00738525390625
120,-401.9045104980469,-401.90582275390625,9,123.15499999999994,0.001312255859375
121,-461.3667907714844,-461.36749267578125,9,132.159,0.000701904296875
122,-419.21881103515625,-419.2168273925781,9,126.15899999999996,0.001983642578125
123,-428.9568176269531,-428.9524841308594,9,123.11899999999999,0.00433349609375
124,-422.978271484375,-422.97998046875,9,126.15499999999993,0.001708984375
125,-460.1617736816406,-460.1617431640625,9,130.14299999999997,3.0517578125e-05
126,-458.93292236328125,-458.9350891113281,9,128.12699999999995,0.002166748046875
127,-380.82366943359375,-380.8209533691406,9,120.15499999999994,0.002716064453125
128,-439.1153259277344,-439.1178283691406,9,127.14299999999994,0.00250244140625
129,-414.20166015625,-414.1994934082031,9,124.14699999999996,0.002166748046875
130,-339.4527893066406,-339.45343017578125,7,96.08899999999997,0.000640869140625
131,-452.7386779785156,-452.74212646484375,9,124.09899999999998,0.003448486328125
132,-461.3682861328125,-461.36767578125,9,132.159,0.0006103515625
133,-351.14208984375,-351.147216796875,9,122.21099999999991,0.005126953125
134,-418.0876770019531,-418.0881652832031,9,124.14299999999996,0.00048828125
135,-418.0479736328125,-418.04632568359375,9,124.14299999999996,0.00164794921875
136,-401.83526611328125,-401.8314514160156,9,123.15499999999994,0.003814697265625
137,-398.09100341796875,-398.09185791015625,9,123.15899999999995,0.0008544921875
138,-403.1328125,-403.1341247558594,9,125.17099999999994,0.001312255859375
139,-421.7406005859375,-421.74615478515625,9,124.13899999999994,0.00555419921875
140,-456.3586730957031,-456.35675048828125,9,130.14699999999996,0.001922607421875
141,-425.4034729003906,-425.40313720703125,9,130.18699999999995,0.000335693359375
142,-364.712158203125,-364.7125244140625,9,119.16699999999993,0.0003662109375
143,-472.6835632324219,-472.6860656738281,9,125.08299999999997,0.00250244140625
144,-418.08258056640625,-418.0816650390625,9,124.14299999999994,0.00091552734375
145,-419.2135314941406,-419.2113342285156,9,126.15899999999996,0.002197265625
146,-432.89849853515625,-432.90582275390625,9,123.11499999999997,0.00732421875
147,-367.121826171875,-367.1202392578125,9,123.19899999999993,0.0015869140625
148,-418.0428771972656,-418.0458984375,9,124.14299999999994,0.003021240234375
149,-440.2631530761719,-440.2635192871094,9,129.15899999999996,0.0003662109375
150,-365.9432678222656,-365.9457702636719,9,121.18299999999994,0.00250244140625
151,-421.720947265625,-421.7232666015625,9,124.13899999999995,0.0023193359375
152,-440.3128662109375,-440.3141784667969,9,129.15899999999996,0.001312255859375
153,-422.96539306640625,-422.9681091308594,9,126.15499999999993,0.002716064453125
154,-453.9517517089844,-453.95367431640625,9,126.11499999999997,0.001922607421875
155,-396.86932373046875,-396.86834716796875,9,121.14299999999996,0.0009765625
156,-475.0370178222656,-475.0395812988281,9,129.11499999999998,0.0025634765625
157,-387.052734375,-387.0555725097656,9,124.18299999999992,0.002838134765625
158,-435.2636413574219,-435.26739501953125,9,127.14699999999998,0.003753662109375
159,-435.2693786621094,-435.2718200683594,9,127.14699999999996,0.00244140625
160,-461.36309814453125,-461.36517333984375,9,132.159,0.0020751953125
161,-424.21221923828125,-424.2122802734375,9,128.17099999999994,6.103515625e-05
162,-476.20355224609375,-476.20745849609375,9,131.131,0.00390625
163,-476.2276306152344,-476.2274475097656,9,131.131,0.00018310546875
164,-399.3559265136719,-399.3586120605469,9,125.17499999999994,0.002685546875
165,-422.93756103515625,-422.9398193359375,9,126.15499999999993,0.00225830078125
166,-401.8124084472656,-401.81256103515625,9,123.15499999999994,0.000152587890625
167,-440.284423828125,-440.2830505371094,9,129.15899999999993,0.001373291015625
168,-355.4464416503906,-355.4474792480469,7,97.07699999999998,0.00103759765625
169,-232.37770080566406,-232.3784637451172,5,72.10699999999996,0.000762939453125
170,-387.0371398925781,-387.03826904296875,9,124.18299999999992,0.001129150390625
171,-387.11688232421875,-387.1210021972656,9,124.18299999999992,0.004119873046875
172,-404.2896728515625,-404.2912292480469,9,127.18699999999991,0.001556396484375
173,-439.04718017578125,-439.0494079589844,9,127.14299999999994,0.002227783203125
174,-421.86767578125,-421.8693542480469,9,124.13899999999994,0.001678466796875
175,-387.0852355957031,-387.08636474609375,9,124.18299999999994,0.001129150390625
176,-403.13665771484375,-403.1375427246094,9,125.17099999999994,0.000885009765625
177,-456.2835693359375,-456.286865234375,9,130.147,0.0032958984375
178,-424.1900634765625,-424.1903076171875,9,128.17099999999994,0.000244140625
179,-366.2222900390625,-366.2229919433594,8,115.17599999999993,0.000701904296875
180,-439.1810302734375,-439.1832275390625,9,127.14299999999994,0.002197265625
181,-440.29705810546875,-440.3018493652344,9,129.15899999999996,0.004791259765625
182,-382.1203308105469,-382.1243896484375,9,122.17099999999995,0.004058837890625
183,-314.27398681640625,-314.2748107910156,8,112.21599999999991,0.000823974609375
184,-455.1636047363281,-455.1559753417969,9,128.13099999999994,0.00762939453125
185,-384.4764404296875,-384.474853515625,9,126.20299999999993,0.0015869140625
186,-473.8675537109375,-473.869384765625,9,127.09899999999995,0.0018310546875
187,-389.48175048828125,-389.4825439453125,9,128.21499999999992,0.00079345703125
188,-491.1233825683594,-491.12652587890625,9,130.10299999999998,0.003143310546875
189,-457.7286071777344,-457.7274475097656,9,126.11099999999995,0.00115966796875
190,-423.0660095214844,-423.068115234375,9,126.15499999999993,0.002105712890625
191,-403.0732116699219,-403.07672119140625,9,125.17099999999992,0.003509521484375
192,-401.9095458984375,-401.9111022949219,9,123.15499999999994,0.001556396484375
193,-419.2579650878906,-419.25836181640625,9,126.15899999999995,0.000396728515625
194,-422.9634704589844,-422.9650573730469,9,126.15499999999993,0.0015869140625
195,-384.57952880859375,-384.5830993652344,9,120.15099999999994,0.003570556640625
196,-366.2229919433594,-366.22357177734375,8,115.17599999999992,0.000579833984375
197,-490.2240905761719,-490.22894287109375,9,129.098403163,0.004852294921875
198,-383.74371337890625,-383.744873046875,8,112.12799999999994,0.00115966796875
199,-400.7336120605469,-400.73919677734375,9,121.13899999999994,0.005584716796875
200,-424.2359313964844,-424.236083984375,9,128.17099999999994,0.000152587890625
201,-403.1748352050781,-403.1759033203125,9,125.17099999999994,0.001068115234375
202,-400.723388671875,-400.7236328125,9,121.13899999999995,0.000244140625
203,-385.9135437011719,-385.9158935546875,9,122.16699999999993,0.002349853515625
204,-460.1686096191406,-460.1694030761719,9,130.14299999999997,0.00079345703125
205,-453.9918212890625,-453.9934997558594,9,126.11499999999997,0.001678466796875
206,-440.334716796875,-440.3345031738281,9,129.15899999999993,0.000213623046875
207,-424.25384521484375,-424.25537109375,9,128.17099999999994,0.00152587890625
208,-385.8479309082031,-385.8479309082031,9,122.16699999999994,0.0
209,-379.9866638183594,-379.9871826171875,8,112.13199999999996,0.000518798828125
210,-380.9371337890625,-380.93536376953125,9,120.15499999999994,0.00177001953125
211,-422.96185302734375,-422.96221923828125,9,126.15499999999994,0.0003662109375
212,-404.3760986328125,-404.3775634765625,9,127.18699999999993,0.00146484375
213,-308.5613098144531,-308.56158447265625,7,96.12899999999995,0.000274658203125
214,-388.2695007324219,-388.2696838378906,9,126.19899999999991,0.00018310546875
215,-311.8462829589844,-311.8485412597656,8,108.18399999999993,0.00225830078125
216,-419.1198425292969,-419.1171875,9,126.15899999999993,0.002655029296875
217,-364.6780090332031,-364.6817626953125,9,119.16699999999993,0.003753662109375
218,-439.0704345703125,-439.0702819824219,9,127.14299999999994,0.000152587890625
219,-414.3284606933594,-414.3277282714844,9,118.09499999999998,0.000732421875
220,-434.1402893066406,-434.14178466796875,9,125.13099999999997,0.001495361328125
221,-325.72991943359375,-325.73175048828125,7,99.13299999999995,0.0018310546875
222,-455.1513671875,-455.15411376953125,9,128.13099999999994,0.00274658203125
223,-403.0880432128906,-403.0947570800781,9,125.17099999999992,0.0067138671875
