,true_energy,pred_energy,num_heavy_atoms,molecule_mass
0,-360.4420166015625,-360.499843,7,99.08899999999998
1,-344.33538818359375,-344.01757,8,110.15999999999994
2,-307.3174133300781,-307.238509,7,94.11299999999996
3,-422.12750244140625,-422.041135,8,118.13199999999993
4,-418.2917175292969,-417.851891,9,124.14299999999994
5,-453.9231262207031,-453.98215,9,126.11499999999997
6,-465.997314453125,-466.202754,9,127.10699999999999
7,-402.0682373046875,-401.935517,9,123.15499999999994
8,-419.36224365234375,-419.156418,9,126.15899999999995
9,-455.4071044921875,-455.126509,9,128.13099999999997
10,-423.0207824707031,-422.984315,9,126.15499999999993
11,-362.6895751953125,-362.692861,8,109.12799999999994
12,-418.2449951171875,-417.956836,9,124.14299999999996
13,-387.1388854980469,-386.954704,9,124.18299999999994
14,-403.4215393066406,-403.092475,9,125.17099999999994
15,-402.02569580078125,-401.9176,9,123.15499999999994
16,-426.68072509765625,-426.628966,9,132.20299999999997
17,-354.19091796875,-354.779166,9,128.2589999999999
18,-381.9771728515625,-382.093447,9,122.17099999999994
19,-424.3057861328125,-424.227863,9,128.17099999999994
20,-385.5869140625,-385.83064,9,122.16699999999993
21,-380.91015625,-380.881398,9,120.15499999999996
22,-427.166748046875,-426.622893,9,132.20299999999997
23,-366.5697937011719,-366.228342,8,115.17599999999993
24,-476.3029479980469,-476.21809,9,131.131
25,-433.7969970703125,-434.07791,9,125.13099999999997
26,-400.70928955078125,-401.011698,8,115.13199999999995
27,-401.7308044433594,-401.897417,9,123.15499999999994
28,-439.25775146484375,-439.083091,9,127.14299999999994
29,-474.8542785644531,-475.074496,9,129.11499999999998
30,-471.5825500488281,-471.25701,9,129.11899999999997
31,-438.00469970703125,-437.849577,9,125.12699999999995
32,-454.0292663574219,-453.949415,9,126.11499999999995
33,-384.7289733886719,-384.699448,9,120.15099999999994
34,-436.8509521484375,-436.66039,9,123.11099999999996
35,-379.7933654785156,-379.597083,9,118.13899999999995
36,-403.13397216796875,-403.068901,9,125.17099999999994
37,-383.57037353515625,-383.276639,9,124.18699999999994
38,-403.3470458984375,-403.147655,9,125.17099999999994
39,-439.6318054199219,-439.005515,9,127.14299999999994
40,-403.05859375,-403.079647,9,125.17099999999992
41,-380.31097412109375,-380.786761,9,120.15499999999996
42,-425.45086669921875,-425.413559,9,130.18699999999995
43,-439.1226501464844,-439.101369,9,127.14299999999994
44,-272.47100830078125,-272.542567,7,94.15699999999994
45,-350.208984375,-349.899651,9,120.19499999999992
46,-346.49127197265625,-346.519704,8,108.13999999999994
47,-475.3789978027344,-475.058075,9,129.11499999999998
48,-388.1408386230469,-388.323066,9,126.19899999999991
49,-440.64996337890625,-440.269416,9,129.15899999999996
50,-388.24237060546875,-388.25406,9,126.19899999999991
51,-373.84454345703125,-373.69485,8,108.10399999999998
52,-403.2344970703125,-403.040264,9,125.17099999999994
53,-424.16314697265625,-424.222056,9,128.17099999999994
54,-308.3524169921875,-308.504896,7,96.12899999999995
55,-382.314453125,-382.042363,9,122.17099999999994
56,-384.64202880859375,-384.475194,9,126.20299999999993
57,-398.8609619140625,-398.648819,8,111.09999999999998
58,-388.6195373535156,-388.272516,9,126.19899999999991
59,-398.10546875,-398.093378,9,123.15899999999996
60,-402.69537353515625,-403.157004,9,125.17099999999992
61,-433.9625549316406,-434.044331,9,125.13099999999996
62,-367.08062744140625,-367.187316,9,123.19899999999993
63,-353.6417236328125,-353.550893,9,126.2429999999999
64,-399.17901611328125,-400.687348,9,121.13899999999995
65,-385.964111328125,-385.828559,9,122.16699999999993
