,true_energy,pred_energy,num_heavy_atoms,molecule_mass,abs_diff
0,-377.4910583496094,-377.16717529296875,8,108.09999999999998,0.323883056640625
1,-367.1644287109375,-366.77752685546875,9,123.19899999999993,0.38690185546875
2,-498.46771240234375,-498.2353515625,9,136.14700000000005,0.23236083984375
3,-457.7568359375,-457.3776550292969,9,126.11099999999995,0.379180908203125
4,-450.21368408203125,-449.966796875,9,126.11899999999997,0.24688720703125
5,-327.860595703125,-327.6184997558594,8,109.17199999999994,0.242095947265625
6,-349.0002136230469,-348.6524963378906,8,112.17199999999993,0.34771728515625
7,-452.7879333496094,-452.54937744140625,9,124.09899999999999,0.238555908203125
8,-451.3053894042969,-451.2977294921875,9,128.13499999999996,0.007659912109375
9,-420.6324462890625,-420.2479248046875,9,122.12299999999995,0.384521484375
10,-351.0413818359375,-350.77178955078125,9,122.21099999999991,0.26959228515625
11,-387.0416564941406,-386.7808532714844,9,124.18299999999992,0.26080322265625
12,-345.4081726074219,-345.1273193359375,8,106.12399999999997,0.280853271484375
13,-403.07763671875,-402.8667907714844,9,125.17099999999994,0.210845947265625
14,-378.7574157714844,-378.49273681640625,8,110.11599999999997,0.264678955078125
15,-348.9696960449219,-348.6786193847656,8,112.17199999999993,0.29107666015625
16,-470.01031494140625,-469.86370849609375,9,127.10299999999997,0.1466064453125
17,-441.5163269042969,-441.3067321777344,9,131.17499999999998,0.2095947265625
18,-477.4375305175781,-477.2269287109375,9,133.14700000000002,0.210601806640625
19,-424.2104187011719,-423.80206298828125,9,128.17099999999994,0.408355712890625
20,-401.8535461425781,-401.5583190917969,9,123.15499999999994,0.29522705078125
21,-424.2793273925781,-424.0026550292969,9,128.17099999999994,0.27667236328125
22,-450.5941162109375,-450.5094909667969,8,114.05999999999999,0.084625244140625
23,-403.16253662109375,-402.875,9,125.17099999999994,0.28753662109375
24,-422.98431396484375,-422.63226318359375,9,126.15499999999993,0.35205078125
25,-436.9393310546875,-436.8330993652344,8,117.10399999999997,0.106231689453125
26,-497.92340087890625,-497.6701354980469,9,129.090403163,0.253265380859375
27,-363.8658752441406,-363.6195373535156,8,111.14399999999995,0.246337890625
28,-439.0893859863281,-438.8339538574219,9,127.14299999999994,0.25543212890625
29,-394.8453674316406,-394.6091613769531,8,111.10399999999997,0.2362060546875
30,-348.7619323730469,-348.2765197753906,9,118.17899999999993,0.48541259765625
31,-424.2350158691406,-423.8352355957031,9,128.17099999999994,0.3997802734375
32,-381.9347229003906,-381.6206359863281,9,122.17099999999994,0.3140869140625
33,-441.4521789550781,-441.324462890625,9,131.17499999999998,0.127716064453125
34,-387.07757568359375,-386.7402038574219,9,124.18299999999992,0.337371826171875
35,-473.8757019042969,-473.5808410644531,9,127.09899999999996,0.29486083984375
36,-388.2723693847656,-387.9505920410156,9,126.19899999999991,0.32177734375
37,-310.6570129394531,-310.3363952636719,8,106.16799999999994,0.32061767578125
38,-387.09954833984375,-386.7726135253906,9,124.18299999999992,0.326934814453125
39,-412.94976806640625,-412.7303771972656,9,122.13099999999996,0.219390869140625
40,-423.0357360839844,-422.6896057128906,9,126.15499999999993,0.34613037109375
41,-385.93951416015625,-385.5070495605469,9,122.16699999999993,0.432464599609375
42,-460.1377258300781,-459.8284606933594,9,130.14299999999997,0.30926513671875
43,-436.666748046875,-436.43768310546875,9,123.11099999999996,0.22906494140625
44,-455.2042541503906,-454.90167236328125,9,128.13099999999994,0.302581787109375
45,-401.9281921386719,-401.5947265625,9,123.15499999999994,0.333465576171875
46,-425.41400146484375,-425.0899658203125,9,130.18699999999995,0.32403564453125
47,-458.9595947265625,-458.69927978515625,9,128.12699999999995,0.26031494140625
48,-470.0290222167969,-469.9090270996094,9,127.10299999999998,0.1199951171875
49,-400.9634094238281,-400.74786376953125,8,115.13199999999995,0.215545654296875
